danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.58,0.303,-8.601,0.0514,0.848,0.0,0.102,0.322,135.408,3HQrxN0bBKxWIKRmgjUq06,197868
0.681,0.64,-6.621,0.0873,0.0466,6.37e-06,0.259,0.778,94.028,3VIpGWhJ4vFjqqGmABxMEs,161840
0.779,0.586,-6.813,0.0767,0.077,0.00019,0.0603,0.83,145.142,6Z1nBzbcsdCvoLF2G3Cl35,153570
0.835,0.505,-5.834,0.168,0.286,0.00219,0.198,0.665,118.021,6UVZo6UKUZC1J2KPP3IIwQ,178983
0.708,0.834,-4.14,0.0461,0.0961,0.000453,0.0324,0.904,139.98,3RkXu1QcaPLbloNlK3hAGW,181607
0.33,0.658,-5.551,0.0929,0.31,7.37e-05,0.0988,0.142,194.98,1qWV2QMhVwWRDAbirrkkf1,135306
0.333,0.538,-8.653,0.0325,0.557,0.0,0.0977,0.63,149.377,4bpyaPa1xruVgE2GtsYbIW,204000
0.761,0.554,-4.583,0.0432,0.226,0.00023,0.181,0.381,145.013,7nLEVh4vIhKOKNAFqQ1koF,188505
0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03,1NDxZ7cFAo481dtYWdrUnR,193613
0.69,0.521,-8.905,0.0471,0.564,8.38e-06,0.0917,0.332,120.095,4h60jyYhzyG060iYvtaQd1,206420
0.314,0.621,-6.149,0.0478,0.704,0.0,0.0704,0.406,74.543,4yfSSCOrcAcgzcGAtc9LCW,183297
0.605,0.438,-8.656,0.0425,0.0772,0.00174,0.138,0.232,164.987,7qMOmh4DsbzaA3ccVvHxZo,147960
0.532,0.492,-6.818,0.0307,0.292,0.0,0.0889,0.225,80.039,1EYqDZG3dgbecqv9JS2lUd,213133
0.724,0.586,-7.776,0.119,0.374,0.0,0.101,0.835,89.976,6k6egroLMoShmt63RwaK4S,122655
0.773,0.49,-7.291,0.0435,0.6,0.0,0.123,0.531,107.878,7z04NIE3gIdxdnRQHJkuxw,188018
0.694,0.408,-9.094,0.054,0.163,0.000673,0.101,0.232,131.941,55FBgJC917EN1RrVJENiB7,163462
0.596,0.607,-6.179,0.168,0.33,0.0,0.103,0.531,119.882,5MWXOo8DJwgODtPGaietNz,120666
0.427,0.398,-9.553,0.0536,0.453,0.00479,0.0903,0.114,139.249,3wchQBokK9IDtoYrw14gpK,208053
0.804,0.323,-11.127,0.305,0.308,0.0,0.15,0.456,87.019,5jjZikDrEd0by1o7V3fO4y,159293
0.765,0.53,-7.18,0.0833,0.509,4.15e-06,0.117,0.529,130.104,23KVefoON2iEz1dh940quQ,188387
0.743,0.472,-8.957,0.0996,0.291,7.87e-05,0.0942,0.462,144.992,6qfDjlbTTlYUIe5d44RdyA,178472
0.432,0.444,-7.298,0.125,0.605,0.0,0.104,0.209,82.79,4RX020eHQpZbZFP5jpbwOP,190267
0.728,0.428,-7.368,0.0469,0.869,0.0,0.1,0.434,98.024,4FeWr4OsidcJClBjUEBHWI,164133
0.68,0.534,-7.001,0.08,0.0535,0.0,0.438,0.411,95.089,69rSEDWuvLS6yyNcESulCc,189632
0.642,0.882,-2.263,0.135,0.156,0.0,0.0804,0.507,135.128,01RJQlTi0aR0syDcSFLzTv,159494
0.651,0.119,-16.58,0.04,0.976,0.0,0.163,0.376,97.061,53KwVDCwML3G2cZ3v4KBvO,244390
0.514,0.703,-6.859,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,5f2zZawBtGBEw24ABweErz,230526
0.544,0.786,-2.97,0.0501,0.00991,0.0,0.169,0.446,153.967,6Jkm5kUldvIqxzI1Pa7nXH,157138
0.743,0.495,-6.462,0.048,0.0309,0.0,0.252,0.396,102.117,1b5qdsOkBg9R0S12ng3Ees,154760
0.801,0.567,-6.332,0.155,0.0669,0.000146,0.0909,0.662,133.997,1Ya1He3XsuZVzq8tl3tdE9,174501
0.656,0.436,-10.382,0.0542,0.424,0.000114,0.111,0.111,97.881,1bQ5gQOyzWbPl6TXFuvi8z,167463
0.666,0.395,-6.952,0.033,0.185,0.0,0.0842,0.336,145.899,6fd6FyyzvWF2W1Z9Qiu19N,146712
0.457,0.612,-6.765,0.156,0.233,0.0,0.117,0.495,160.097,4BhXlLrlJSSA6b2LknHyBC,165000
0.407,0.292,-7.621,0.0773,0.855,0.0,0.117,0.0772,78.412,5WgdCkTa3l9GznpPQaQH6W,178896
0.742,0.417,-8.581,0.0491,0.28,1.88e-05,0.111,0.334,95.016,6OQe18lVceXXpl5HxkwQ1S,206855
0.693,0.584,-6.258,0.0335,0.361,0.0,0.0775,0.445,121.977,1CohLMdkpi0odYnMxqLYqd,176853
0.461,0.434,-5.081,0.0342,0.0412,0.0,0.28,0.313,185.333,17s5CealxqsQrPcRXHZcm2,161586
0.785,0.644,-7.192,0.135,0.11,8.96e-06,0.373,0.673,103.02,3ChZyo7eKVZxxFSxkhzzZN,121713
0.495,0.426,-9.434,0.0736,0.152,5.65e-06,0.099,0.0636,97.91,7uUahoeqGNRMbpdeiLj1rS,237773
0.63,0.605,-7.647,0.0348,0.013,0.00189,0.158,0.205,75.009,66dnCZswVnW74JV3aI2yj6,196869
0.509,0.636,-5.811,0.0453,0.635,0.000127,0.613,0.302,94.135,1uE4onkFvDXyBjIGsu9PZ5,200702
0.66,0.462,-7.203,0.103,0.168,1.37e-06,0.486,0.384,167.098,2g1QPpTd4o8gTAapxEUPnz,129699
0.675,0.72,-4.768,0.21,0.033,1.3e-05,0.0311,0.593,168.039,5zFEJ5R9FvqzlY3ayWCfPq,190547
0.674,0.666,-4.073,0.04,0.02,0.0,0.385,0.398,90.001,6lZRybpY3OTgnufOBR91dg,213333
0.523,0.403,-9.103,0.0401,0.0251,0.0,0.133,0.322,147.78,2pY0EPtqQb0GJGUY7EzxqP,163367
0.631,0.344,-9.317,0.0323,0.468,0.0,0.111,0.196,119.956,1OvTmyB5Rh9Gn1rqlqgTMY,256250
0.793,0.536,-8.012,0.0413,0.0379,0.0,0.129,0.576,92.961,3a8b6uo4vnQSJroGhaNhgG,148276
0.498,0.449,-7.877,0.126,0.644,0.0,0.0836,0.297,107.758,4eaSY3ucamesaARYBsLfz2,199765
0.444,0.384,-7.055,0.053,0.115,0.0,0.101,0.148,150.644,19AiJfAtRiccvSU1EWcttT,219882
0.635,0.611,-5.449,0.0835,0.17,0.0,0.0643,0.632,103.995,3SGh7q0XBepaclCgzlC97M,132947
0.802,0.653,-4.838,0.0423,0.489,0.0,0.105,0.735,96.008,03qh7qUB2zEPVWUc9isLCW,137500
0.518,0.729,-4.133,0.039,0.137,0.0,0.08,0.271,78.012,6ehrvwZ8JHaLahNRpDGlkD,162760
0.665,0.582,-7.011,0.0324,0.163,0.0,0.108,0.344,137.027,2uFTnCmw9n08yGWU6qf1vk,178686
0.679,0.61,-10.936,0.0305,0.585,9.51e-05,0.156,0.554,123.978,1nYzjrdVQ8RpF93M0jPFW7,227186
0.459,0.304,-10.107,0.136,0.967,1.95e-05,0.0951,0.072,76.954,21xzFXSL2XkZ2mIzDDAqTK,149803
0.722,0.46,-10.245,0.0506,0.0115,5.21e-05,0.0818,0.69,122.994,5PdZuVQMXk0q6Cw0AuwPov,164212
0.478,0.339,-7.355,0.0544,0.688,0.0,0.104,0.288,145.441,754zNJgoWQaGETFzSYVlmC,203300
0.593,0.651,-4.425,0.0508,0.000115,0.0,0.0655,0.345,86.085,4ur3KZzUiI3wyRea8hDkI0,152900
0.743,0.656,-6.379,0.0432,0.0114,0.0,0.236,0.687,119.988,3dAR7kO4XBwi0Myc2wqQkD,142759
0.488,0.103,-12.009,0.0522,0.933,0.0,0.107,0.326,120.141,1KMEDSIl2j1NwYa9mgvMyg,154000
0.51,0.68,-8.261,0.0717,0.00647,0.000138,0.248,0.404,175.984,2mVq3HcBGQXh3Y6qeFzvmm,194375
0.49,0.492,-5.375,0.048,0.563,0.0,0.242,0.125,134.452,4eBlWB2UD7bmZ0r3Lz8qUF,200000
0.475,0.743,-5.802,0.05,0.00309,0.0,0.695,0.208,95.014,1TrKIyTqPl9mMiB994ezhI,218885
0.743,0.215,-12.489,0.0487,0.0531,0.000353,0.103,0.145,118.991,59a9UqPmUfSsCfLAAooMjN,232374
0.4,0.534,-3.419,0.0313,0.848,0.0,0.117,0.434,180.117,2xvukk8WcrckZMePLFUdmh,217000
0.581,0.711,-5.922,0.0348,0.11,0.0,0.457,0.388,128.12,2ZtEW8JaHmUmu85Rqd5lWi,142576
0.631,0.491,-8.141,0.0354,0.508,3.18e-05,0.177,0.537,94.912,2bFGGsScXp2Tu10jKMCKO6,163436
0.558,0.666,-3.431,0.234,0.106,0.0,0.0932,0.754,180.108,0zMjJjBTngvWZqZ9AAUOpF,218660
0.407,0.416,-8.915,0.174,0.656,0.0,0.0981,0.246,176.947,6ATgDc6e4sPn84hvJsAmPt,175467
0.712,0.534,-7.198,0.0373,0.684,0.0,0.157,0.51,121.059,0Ai0CKaCSIU6NcN3M0pao1,195050
0.786,0.562,-7.235,0.0867,0.147,1.16e-06,0.116,0.523,95.004,4bOYRZeMq2FVVFka2gUWQ9,138730
0.546,0.315,-8.532,0.0499,0.734,1.26e-06,0.105,0.139,78.076,5F7dkkzWdHWPpn9zOYu8Ng,260852
0.735,0.55,-7.153,0.177,0.6,2.5e-06,0.0931,0.762,147.968,6ssVkGgfkHn01CVTFdpGJ9,183187
0.402,0.425,-6.987,0.0417,0.269,4.96e-06,0.0666,0.316,145.048,5EB8VcvjvNC8YSw3fZb7eP,278169
0.551,0.742,-5.216,0.0724,0.0624,0.000221,0.0673,0.614,160.081,7pEGM6phhCcPXx0muMqFWW,204089
0.5,0.156,-11.472,0.0469,0.87,0.0,0.125,0.405,173.794,136J2Jkg8sG7P5wilO9P1R,163227
0.788,0.804,-3.285,0.0657,0.0237,0.0,0.426,0.716,131.815,21zZexT3ZIYjOCssvla8V4,160028
0.526,0.526,-9.541,0.0395,0.145,0.0,0.156,0.484,83.113,35S0SX2nBy1YgcBx0OQHnB,176680
0.747,0.427,-9.147,0.0525,0.0522,0.0251,0.332,0.448,140.054,36iEamAz0VOJaFJjwraUyr,186371
0.616,0.663,-5.056,0.0403,0.0988,0.0,0.161,0.184,94.02,3zzDs7euxA9c5guPOt7A1B,223592
0.629,0.328,-8.284,0.029,0.768,2.5e-05,0.103,0.389,74.953,1TQXIltqoZ5XXyfCbAeSQQ,197732
0.637,0.752,-2.79,0.0404,0.209,1.01e-06,0.192,0.562,123.953,3EZekHDwiGXJo7tH1Jolhv,202722
0.733,0.724,-5.08,0.036,0.0059,2.59e-05,0.0409,0.496,123.04,5cGCTK7q37dgISC1IYQuS1,201286
0.713,0.557,-9.81,0.117,0.684,0.0,0.146,0.346,110.048,0zSemnpoUFdtesuHTZ3ifv,211175
0.632,0.578,-7.657,0.0905,0.714,0.0,0.42,0.297,139.324,6s86N7LVaJZuU4alwKp6XO,157556
0.63,0.645,-6.162,0.0919,0.46,0.013,0.0825,0.538,76.508,7sTbj03Jmii76oiAodxnDA,201000
0.588,0.843,-3.152,0.0453,0.0503,0.0,0.115,0.516,129.944,4XuxdunWy5ThbF74njgnBY,188175
0.629,0.498,-7.47,0.0373,0.405,0.0,0.113,0.492,127.921,7586fVxjKm5IoVTTgDEwcD,198750
0.541,0.657,-8.784,0.0622,0.00966,7.54e-05,0.224,0.341,128.951,2QgDqRuKcCOd3iIWcspgUr,209421
0.488,0.195,-9.163,0.0325,0.775,0.0,0.104,0.336,77.849,0ctJr4dFdrk0Fv1CWW9cSW,232906
0.6,0.412,-9.343,0.344,0.615,0.0026,0.134,0.408,113.05,7yNX3ZFBWZoR52pbeU4Mcl,225882
0.561,0.522,-7.699,0.108,0.613,0.0,0.103,0.43,94.321,04wmRKlU8lSjmYql1mt052,178105
0.701,0.598,-7.067,0.209,0.587,3.59e-06,0.112,0.382,85.018,5XkqFA48j4kARMAXQuyfHT,181852
0.578,0.281,-9.234,0.0816,0.576,0.0,0.499,0.479,143.889,5DCkdoWNNVk6VRMhm85kA9,133253
0.208,0.628,-4.456,0.04,0.00324,0.000909,0.269,0.288,70.031,2Zh1F6UUbMwaVk3X8XsUks,211187
0.767,0.837,-5.529,0.0424,0.326,0.00064,0.348,0.42,128.114,2e2Yza515Src4ljQmj6VnE,187980
0.433,0.478,-6.641,0.0725,0.191,0.0,0.32,0.173,179.98,6zdg9ovHEPx9EblJcc7FGf,230000
0.772,0.56,-6.33,0.0614,0.0413,1.72e-06,0.158,0.41,95.973,78irBGVYCFS8UeuEjatKzR,139121
0.832,0.641,-5.533,0.0446,0.289,0.0,0.413,0.874,112.012,3ikuDKc66w7CH9hRgc2KfX,125407
0.412,0.582,-6.997,0.0501,0.289,0.000297,0.0737,0.365,117.263,7ljmkpqS95PMgCL5Uf6BEO,205196
0.611,0.701,-5.235,0.0248,0.0109,9.83e-06,0.0994,0.604,142.027,3dNjUFt6EFU4Gq6Q5vfJqf,229656
0.692,0.359,-7.745,0.0665,0.693,0.0,0.144,0.413,160.984,3CB973XnoNN2QBAF5yaBxU,184827
0.409,0.526,-10.855,0.0347,0.428,0.0,0.0707,0.329,144.253,0LsjZT7qjtodvoCBAVTu2j,170000
0.583,0.461,-9.155,0.0423,0.0551,0.0,0.103,0.17,122.904,2FcbwSTgbQeweZv0bA9hI7,200453
0.644,0.86,-3.966,0.0745,0.135,0.0,0.099,0.477,122.994,6MyFzWJv92xEZV3xt3us2D,226341
0.678,0.716,-4.403,0.0342,0.196,0.0,0.102,0.627,109.981,1w9L6dvttZalWd8XqFYvSa,135000
0.658,0.706,-5.347,0.0304,0.0625,0.0,0.106,0.427,98.967,1RMJfOjuWNkfdjDo038CgU,227027
0.776,0.654,-5.773,0.121,0.291,1.15e-05,0.0888,0.845,158.928,0WN1iznk8aBrlknCM1jHGE,141330
0.532,0.432,-7.856,0.343,0.249,0.0,0.411,0.458,80.31,3OmU1R6xEVCkuokKHtOfOl,170602
0.579,0.87,-3.879,0.0467,0.111,1.09e-06,0.159,0.581,97.97,4DyGan0wxPUZk21B1fF57X,150348
0.599,0.432,-6.097,0.0451,0.62,0.00773,0.105,0.615,106.824,1mZF9TEc7gpw7by7NCZSKr,175777
0.651,0.376,-6.232,0.0284,0.727,0.0,0.111,0.128,127.957,2d41Jt4R1j5BhvtC9UsmGf,191484
0.576,0.467,-6.435,0.0305,0.257,0.0,0.13,0.234,86.011,7FKkswFflI5Txc3Y4gH0IB,188160
0.639,0.837,-5.445,0.0849,0.139,1.4e-06,0.301,0.621,167.161,1YrgbwVse66pH7ysXLlgO8,196325
0.686,0.677,-7.064,0.162,0.153,0.0,0.0906,0.365,114.988,2E1eJCNpEniIB1NsDqyGzR,187800
0.51,0.301,-5.344,0.0566,0.892,0.0,0.127,0.508,198.158,2fAeROYFSbWdvML6rbnCar,185682
0.627,0.565,-6.922,0.122,0.537,0.0,0.214,0.514,131.083,19YOJKCVvOL7v6B2Oe3UBc,142830
0.701,0.539,-7.823,0.0935,0.758,0.0,0.0851,0.651,109.977,4NTUtKqXiuqTTfEBgXyVRB,188809
0.739,0.471,-7.554,0.0751,0.632,0.0,0.346,0.594,106.989,3nyRWdbLh6gSembPFBvovm,191182
0.78,0.672,-4.398,0.0328,0.143,7.27e-05,0.125,0.541,97.054,3imd2WJDPDoIOyqDmw3plc,162360
0.666,0.474,-6.763,0.0534,0.157,0.000208,0.124,0.447,115.911,2Tg1cTAuc8TxLm4L4PO0tA,185782
0.58,0.474,-13.952,0.2,0.791,2.48e-05,0.141,0.369,119.908,2XetkGYnzGVJKcw467pqKA,212010
0.529,0.351,-12.484,0.0368,0.543,0.0,0.0851,0.529,147.815,5GzgEC6pWf1USZsCtkG8yC,199981
0.598,0.803,-3.203,0.0349,0.0355,9.66e-05,0.107,0.567,122.889,2Wc2tcQl7cPetPKeXH3GD3,186213
0.531,0.671,-6.621,0.0658,0.00677,0.0,0.218,0.398,162.015,3Xnsm7gx3KBmYoWFdNMof6,152179
0.732,0.745,-6.517,0.0329,0.0238,0.0123,0.416,0.717,123.006,6pdqxYdup0AF68IBtTNPRt,163979
0.51,0.536,-5.988,0.0399,0.0217,7.29e-06,0.0869,0.384,90.763,4GSqiK9YdVNhilXMFtCiQB,172880
0.719,0.441,-6.266,0.172,0.359,0.0,0.163,0.504,133.019,6bsGUcHX3dlouSNvMYH8Pk,196341
0.633,0.242,-8.523,0.0761,0.515,0.0,0.0839,0.694,98.219,0Wc6cbF38a90b8wov9V63F,160791
0.604,0.277,-8.249,0.0286,0.915,1.82e-05,0.113,0.22,82.922,1C3PEP1tk73s00Stxb2N8Z,219268
0.745,0.791,-4.966,0.0695,0.086,0.0,0.153,0.313,127.955,0DqnKQQarQLw4zVY0LLGbY,190107
0.565,0.825,-5.534,0.0705,0.176,4.21e-06,0.169,0.416,121.98,3zALuWfz83gDMxQvEEXFQ1,218361
0.709,0.249,-14.498,0.0373,0.897,0.000228,0.215,0.423,104.978,7zkOoMa2NYalqzzc7rGV2b,201143
0.354,0.264,-12.571,0.0544,0.832,0.0,0.11,0.227,80.567,0V26q4wgdvYRHptt9XImAR,217213
0.583,0.685,-5.423,0.0274,0.00213,0.0,0.0475,0.381,89.006,7oRtA05dAbYbm0irGwrZ5h,194640
0.516,0.467,-6.184,0.0302,0.662,0.0,0.0853,0.386,132.861,5WtfUKzXircvW8l5aaVZWT,173307
0.54,0.384,-9.742,0.0457,0.766,0.00021,0.116,0.367,180.078,3eDo0sBUGqFUnnScLAUy0f,170960
0.679,0.45,-6.87,0.0386,0.653,0.0,0.114,0.551,89.827,7GkbmZdVmebuoeMcGhCCAx,157812
0.534,0.606,-9.195,0.058,0.00792,1.92e-06,0.0783,0.311,149.913,6k1RWwxJpRgm2lbyxRTmtF,178514
0.434,0.271,-10.302,0.0353,0.856,0.0,0.109,0.367,167.412,7eCpXVlWnTVEE8twb3P8m5,158175
0.644,0.928,-2.966,0.0939,0.00123,0.0,0.0793,0.571,95.059,5FgdPkPCffPktT5qnWls8Y,189910
0.716,0.595,-6.545,0.0303,0.256,0.0,0.189,0.59,109.976,4Oyp5lYlPkp6peym43h0tT,191457
0.687,0.463,-6.635,0.0368,0.039,0.0,0.131,0.289,91.031,4Q1p1yb2ri1t920HOxuwqZ,198187
0.557,0.219,-10.48,0.0317,0.579,1.3e-06,0.0982,0.394,122.055,0Kjkp9SLw8uhBAiSrSgdcB,211681
0.614,0.221,-8.633,0.0293,0.798,0.000984,0.0976,0.505,74.993,6PLllSULxhWMcitreJ2isg,166800
0.56,0.633,-6.912,0.361,0.521,4.23e-05,0.299,0.519,129.992,1i5fRXLDQmiNf878YdAUjk,181089
0.512,0.477,-9.912,0.0311,0.026,4.84e-05,0.11,0.174,120.04,3BuFzaaIPQHAFqPubPzcIO,240775
0.322,0.48,-5.989,0.0492,0.746,0.0,0.113,0.304,73.476,3LLezpquftwn7QI1rYIovM,154027
0.641,0.412,-8.436,0.0858,0.244,0.0,0.202,0.288,78.465,23CMRsLRGVCDwCzDtYMq6p,180120
0.648,0.308,-11.729,0.04,0.886,0.0774,0.124,0.198,76.997,0j1Ia2lQWrcXrQZI4AdJlk,184638
0.45,0.534,-6.773,0.0295,0.444,0.000147,0.0937,0.129,110.081,4rtzFisVDyoN7F3VJR6u17,240451
0.65,0.618,-7.37,0.0373,0.0657,4.42e-05,0.277,0.366,89.991,6ITGgQABtRjbBq3AEBXc4o,200667
0.788,0.545,-7.647,0.0487,0.475,0.0138,0.134,0.583,119.948,6qtoHId8ZoJ3J5JG6eOqJB,170000
0.6,0.535,-7.043,0.107,0.648,4.7e-06,0.162,0.269,71.912,0CZ8lquoTX2Dkg7Ak2inwA,225133
0.821,0.448,-4.33,0.0468,0.296,3.26e-06,0.0683,0.45,105.006,65mPCrY32YMQlBnmWVrKNa,170364
0.67,0.495,-10.887,0.242,0.535,0.0,0.178,0.515,79.858,5a1x5D70PJnK713ZRVxfsm,176795
0.808,0.605,-7.425,0.215,0.254,0.0,0.155,0.582,121.993,6464bMSfD7yFD2BFDsavFL,191750
0.696,0.798,-5.541,0.0578,0.0862,0.0,0.384,0.817,107.018,26ZCR1Zd74fvBJvH1o1rbx,150793
0.846,0.734,-3.601,0.108,0.286,8.27e-05,0.425,0.717,90.98,6ZtiywT2Qm50a1uR0jlY35,207761
0.797,0.755,-5.393,0.0293,0.331,2.26e-06,0.124,0.411,129.955,7CFfqRW50ffULvBv7lfIIg,135878
0.562,0.29,-8.733,0.0289,0.599,0.0,0.116,0.207,131.892,440H25G5ApUQu9YIRnGh6L,169948
0.767,0.631,-6.762,0.0541,0.0997,0.0,0.119,0.541,100.968,3QmOiZF7IzJJkHnahh5Ea0,203992
0.511,0.765,-6.896,0.0367,0.00492,0.022,0.277,0.508,152.014,7auPqljdHNJQdfGmoIJv8T,221053
0.695,0.55,-5.929,0.0895,0.00509,0.0,0.376,0.731,94.958,0bMuCogMMHhNSq4fd3z1gA,140427
0.69,0.732,-5.352,0.0497,0.0604,0.00114,0.168,0.636,107.977,0qo1JukfClmpHnUOJxpFXi,178889
0.495,0.351,-11.966,0.0626,0.53,0.0,0.104,0.237,83.365,3JE04xcSOB8zuUzzazuaDj,195402
0.696,0.686,-6.113,0.0309,0.262,0.0,0.174,0.7,115.982,49dFIRQCQxPWgoH0m38XQ5,160289
0.804,0.593,-10.459,0.045,0.171,0.063,0.115,0.473,114.04,3InNdtWYQV1Wx81qST5rU1,147368
0.699,0.571,-5.906,0.0836,0.063,0.0,0.218,0.5,124.984,4pf5HeESZzucILQAt8i6jS,181907
0.685,0.656,-6.013,0.0383,0.437,0.0,0.347,0.392,128.003,0IK8y0vAO0sM630HsxwLht,229986
0.799,0.496,-7.882,0.0542,0.387,0.0506,0.164,0.159,100.004,5Zo98Wsbm7Y4MjSyuv9n9e,176160
0.485,0.484,-7.036,0.0617,0.62,0.0,0.114,0.282,159.877,6Xa2rrTpSLkpx887Y115mO,183938
0.434,0.688,-5.805,0.0471,0.0213,0.0,0.131,0.508,147.655,1k090Cp4kVflIXkQTcqIT9,168787
0.32,0.5,-7.979,0.0994,0.134,0.0,0.108,0.142,91.361,4vsAUbPb6q9FpC4AGBFdVh,202600
0.583,0.612,-5.742,0.185,0.0232,0.0,0.242,0.503,185.911,7kIrvsCTYkATJYk5OxDUdl,186935
0.406,0.818,-3.977,0.119,0.0885,0.0,0.308,0.632,179.846,6Tmj9k9HeZhP5CdLHcj81h,181668
0.533,0.714,-6.472,0.0608,0.31,1.58e-06,0.0869,0.454,165.037,6xlOnm5MITIKtixzJW8R0j,168000
0.404,0.902,-6.496,0.155,0.00261,0.0,0.134,0.234,186.105,2YWnuHePETrnicJV8E6NLI,186452
0.546,0.599,-7.231,0.0484,0.322,0.0,0.158,0.379,78.037,6cQ8IRL1UQR11v4wD4wjo8,173733
0.655,0.572,-7.666,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,2zpZkOV7sD9C4Cv0cukoHV,131825
0.775,0.694,-6.9,0.0628,0.0204,0.0,0.0517,0.784,140.944,4fmDKKtLo6qXeETmF6xKwr,194856
0.927,0.454,-11.767,0.191,0.539,0.182,0.115,0.32,114.016,7fBKbK8897K5V5zgr7ymIz,135900
0.723,0.491,-9.675,0.0405,0.304,0.0,0.118,0.585,102.005,7byGwLkiIzJdHOZKZMS8nd,172613
0.688,0.786,-4.371,0.0562,0.372,0.0,0.457,0.819,142.048,4TayVl5C9dYmXk1baWcfry,213205
0.572,0.336,-7.232,0.0346,0.59,0.0,0.142,0.249,133.974,1Y3Lv6ul3BeSQltSAfwZdo,182188
0.744,0.579,-5.67,0.0813,0.281,0.0,0.214,0.688,106.173,5hmagJmSC6n4UwT0crJIeC,206462
0.459,0.214,-10.66,0.0403,0.634,0.0,0.125,0.397,163.816,4edtsBlaX23OPYmhA4R0GP,179013
0.599,0.314,-9.034,0.0462,0.831,0.0,0.095,0.423,79.956,0DUYYLUzQNVNRMtr2vk1lh,186187
0.827,0.666,-6.141,0.052,0.121,5.37e-05,0.2,0.706,114.082,43wuszNrHgfr3JXaJ5u4tR,166840
