danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
0.579,0.603,-6.172,0.0494,0.626,0.0,0.0645,0.433,138.009,240000,1,51waflQtw06tS5DvlRJ9Kk
0.515,0.887,-5.206,0.0445,0.103,2.01e-06,0.186,0.606,175.95,214693,3,79X3dUeEnrYoJMQM3I8ZTG
0.471,0.348,-7.971,0.225,0.396,0.000174,0.141,0.353,186.892,191092,1,4pSkT9i3ok9hZyzRNgmldy
0.494,0.274,-10.15,0.029,0.897,0.000241,0.107,0.0835,134.29,251853,1,6mYdnKt43uGw3gmtOz4yQi
0.267,0.211,-13.432,0.0343,0.492,0.0,0.105,0.148,117.043,235750,1,5QpUZuA5xwo2uAPeTQJAAc
0.961,0.576,-12.114,0.167,0.0937,0.000692,0.255,0.85,120.01,283680,0,45NOaJ2ELVzFoEZ7kkW07r
0.697,0.678,-10.553,0.0728,0.406,1.65e-06,0.125,0.809,93.353,186573,0,5860O4uVBkRbVjtM0qnZCd
0.57,0.377,-9.294,0.0398,0.68,0.0,0.328,0.746,169.998,269169,1,22SaEXjsgHq74hm5HP30wK
0.758,0.779,-7.681,0.0953,0.0302,9.36e-05,0.0863,0.523,101.251,234685,0,29YLnuo8jQ7dLxjpFEThdr
0.62,0.89,-5.908,0.0712,0.0403,0.0,0.0768,0.564,139.979,275227,0,0ZaGn9aIZq4yDi2NqfxUty
0.387,0.449,-7.792,0.0334,0.955,0.000191,0.387,0.533,133.927,319373,1,3jvSnBSApZobpeMwlSFUrF
0.195,0.804,-6.198,0.0505,0.451,0.899,0.104,0.173,82.606,237662,3,4vIDJkkY8gZ6f5oFZc3gkK
0.5,0.424,-14.256,0.038,0.917,0.852,0.0418,0.869,118.632,221360,1,0Cs4Ua1Tct85qWSSoCPqd4
0.461,0.365,-14.201,0.0358,0.981,0.93,0.112,0.798,113.683,272941,1,7LG2QziLbCo9qPuoZnjZIj
0.48,0.652,-5.149,0.0361,0.692,0.0,0.2,0.747,82.786,154941,1,6t3WZj3a8HC39fw57SqQEz
0.276,0.506,-3.51,0.0296,0.183,0.0,0.289,0.494,178.194,197721,3,0PiGmfQgl9qRLvV930QmoQ
0.379,0.172,-21.076,0.0688,0.995,0.965,0.105,0.546,151.482,144507,4,1vGqaAyqv40nLOynEdNvwM
0.888,0.67,-7.997,0.0418,0.323,0.764,0.079,0.962,114.747,249000,0,43iqajDUuAE85Sd8OVIYXV
0.704,0.771,-6.446,0.138,0.632,0.245,0.26,0.706,126.009,124916,0,3pZk9dHViOEnuU9Een0ZuD
0.804,0.665,-7.765,0.0629,0.207,0.868,0.272,0.91,114.323,186688,0,3DhFkzxURdZVTuhIIlODkx
0.477,0.923,-4.721,0.248,0.185,0.84,0.127,0.963,126.557,218640,0,5JnjEbgMEuUHalcTl9iN98
0.556,0.454,-9.802,0.0299,0.87,0.000426,0.0712,0.352,133.722,409320,1,0GrS6KRdqUa5PuARC8FURt
0.194,0.208,-19.385,0.0343,0.972,0.86,0.145,0.12,79.297,420600,4,6pRFwB84eBIdbH4P6kDaFR
0.116,0.477,-14.68,0.0449,0.963,0.933,0.314,0.0969,76.76,159138,4,3RRhupyqEbeyy7CXCs9Y6D
0.842,0.728,-7.837,0.0544,0.00516,0.654,0.0996,0.891,126.993,384094,0,5xvLO3SxYxflYujvbE4L9A
0.665,0.892,-4.045,0.087,0.0423,0.000189,0.0871,0.808,147.041,259900,0,3U7HCvx5TVcpdv2JuZ2mar
0.157,0.0117,-31.063,0.0427,0.988,0.208,0.126,0.0393,107.124,226574,4,5c5oORiFzhJtZt7t0vJlws
0.265,0.946,-2.763,0.0542,0.0816,0.914,0.0756,0.552,168.496,259040,3,6hyvdte2QylV9yOJ0erH94
0.432,0.855,-6.556,0.0749,0.0401,0.000302,0.0714,0.5,97.738,174280,0,1aT2dSJgcxRs4q0sfB188o
0.475,0.973,-5.955,0.0804,0.00106,0.762,0.101,0.372,144.994,365274,3,6r6rN3kqXfIZ5q9ISenBvO
0.0993,0.83,-4.949,0.232,3.74e-05,0.836,0.146,0.0389,166.064,154960,3,7GkmUTy95HKwQ162wFo5tO
0.176,0.999,2.053,0.149,0.00017,0.0,0.908,0.0389,97.855,63907,2,3ydnBdBzJrboj78HpAHwxa
0.422,0.473,-5.544,0.0325,0.814,1.65e-06,0.0774,0.595,133.601,219333,1,4wOipbHJJH8dUNhBcHVhfX
0.618,0.872,-7.476,0.042,0.12,0.00128,0.0544,0.721,90.656,306000,0,6RBgsUDU57irPYZ8QXvtHt
0.681,0.436,-9.514,0.0767,0.842,4.19e-05,0.154,0.606,110.273,245000,1,0EB6LdcMyj0SHhCAR45CRi
0.226,0.157,-18.673,0.0351,0.989,2.33e-06,0.0949,0.0706,100.77,200067,4,177fudOuHDU2MWhpIk64Qh
0.195,0.103,-22.359,0.0406,0.942,0.237,0.171,0.242,118.766,174000,4,710X04PDIrobVfrZjEsuV9
0.523,0.394,-9.403,0.0259,0.163,0.665,0.0554,0.22,99.961,266493,3,6y5INCsGB3SFeuJQO0cigu
0.57,0.94,-3.033,0.0429,0.0118,0.0,0.278,0.843,139.96,218880,0,6GzBh6RACgAJuhaAybO5r1
0.542,0.913,-4.656,0.0544,0.0483,0.0,0.0629,0.442,160.052,206595,3,4INIAtF7AdftUh9BvVK8Sg
0.0621,0.0396,-26.487,0.0467,0.912,0.992,0.0701,0.0271,68.352,315093,4,2qcpQ3qNI8OHZuyafsqC0l
0.333,0.849,-7.532,0.0545,0.103,0.0,0.325,0.782,121.12,134040,2,15IZhtzC8mKdKGXoa9VF7V
0.897,0.813,-5.331,0.149,0.014,0.000632,0.236,0.721,129.992,153562,0,0PvGGrDNh1wD7Z84ZbP70X
0.372,0.232,-14.246,0.0423,0.058,0.629,0.112,0.0924,125.798,589107,4,1De66xUavye2fNqhCwtgyo
0.65,0.717,-6.6,0.0361,0.234,3.19e-06,0.101,0.922,168.054,232893,0,7DGbsB3skiBq6YWwLbSL4m
0.635,0.983,-6.244,0.0516,0.2,0.839,0.419,0.035,132.007,207273,3,2SMJ6186hk7p9m58XuTcS1
0.72,0.736,-6.926,0.0781,0.256,0.000759,0.324,0.485,130.033,135692,0,5FzWSLtPEnVc3knAh070CA
0.43,0.703,-5.624,0.0292,1.73e-06,0.505,0.132,0.41,118.79,175467,3,5U55W0Z5gIox93oX3hO7re
0.516,0.549,-13.741,0.0373,0.501,0.00572,0.184,0.907,176.941,288733,1,4gvea7UlDkAvsJBPZAd4oB
0.487,0.848,-6.731,0.0434,0.00019,0.611,0.326,0.112,99.981,430400,3,5F7zL7ICE5PCVosxzkcxeG
0.473,0.995,-2.091,0.11,3.3e-06,0.714,0.33,0.0481,112.519,267413,3,1DbX8bRauglTfR7buCMetJ
0.274,0.972,-4.274,0.103,1.97e-05,0.0277,0.122,0.168,104.79,363296,3,2AR4csrfVEm7Wu0Cb8ZMC4
0.331,0.949,-5.032,0.0759,0.00159,0.0123,0.0905,0.214,140.069,387853,3,4dNdyApQkH6jYkxIOkIieP
0.491,0.684,-8.145,0.0462,0.249,1.72e-06,0.0823,0.147,150.129,245200,3,7oGi0ndMedRLlw1CVdakGD
0.388,0.991,-3.102,0.098,0.000988,0.00449,0.33,0.141,94.97,230887,3,0Bjyo7tRKigcNn29B1aCo2
0.528,0.883,-4.925,0.0377,0.0006,0.0,0.106,0.557,121.968,236192,0,3dPJu7kLDVRUnyZoOD1ABv
0.262,0.888,-5.721,0.0731,0.00332,0.00292,0.122,0.0812,135.017,379040,3,7AVeTDx6ZcXpsAgwf9U16W
0.37,0.952,-3.348,0.0811,0.00139,1.59e-06,0.213,0.47,149.938,211493,3,1I0WritNcBYFnMs0nXCUFE
0.136,0.957,-4.391,0.144,2.18e-06,0.0892,0.365,0.105,80.773,228920,3,6t1Bmjef4I067PKxd6CRlQ
0.555,0.886,-4.155,0.0364,0.00402,0.0,0.0773,0.72,94.988,223893,0,31ZnOGlusIYeLvpViRwpUz
0.521,0.863,-3.693,0.0398,0.00108,0.00033,0.307,0.391,126.034,220880,3,2CjQHmWhTGcxFSqLvSBqQu
0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,0.742,150.024,195637,0,6V7g6qM8wheMivMWrzbPTM
0.804,0.686,-11.976,0.0556,0.000939,0.841,0.106,0.0706,122.007,431803,3,4BkFVCDaobMOvm56XGdnzQ
0.455,0.97,-4.112,0.086,1.18e-05,0.157,0.0624,0.369,90.021,241133,3,2IQS1gH2hzp6WAmjdWZtr1
0.678,0.865,-4.146,0.077,0.0236,0.0,0.0824,0.644,103.02,175385,0,5Jh0GuUTOa4ElVvBcbiRfx
0.73,0.526,-9.387,0.248,0.619,0.000246,0.109,0.668,92.294,125250,0,6Ywrgs7KAMXpaAFSi0xcOA
0.687,0.578,-7.917,0.0323,0.511,4.64e-05,0.269,0.966,122.365,166787,0,6ulwJ3JaIP0tFvDcuOWKPi
0.498,0.258,-12.622,0.0456,0.964,0.00486,0.124,0.687,82.476,188280,1,7oPtvnTx5tvMnfR2e1y7lC
0.706,0.544,-10.19,0.351,0.013,0.0,0.0851,0.26,125.029,124747,0,1OCjwxl69mf470yUreufYs
0.412,0.938,-0.253,0.182,0.229,0.000259,0.106,0.32,97.489,198400,3,6qOwmc4uXXMmZY2D5XOaBJ
0.33,0.42,-8.383,0.0275,0.298,0.0,0.124,0.761,140.327,140733,1,6dxOG7bXlN9wK9LXw59KWF
0.561,0.961,-3.572,0.0506,0.0201,0.0,0.285,0.862,100.018,230000,0,5zikKXvFG7Y67cePfoC4Ur
0.0908,0.305,-12.496,0.0313,0.965,0.00184,0.0833,0.228,77.389,135827,1,51sifPT90O14UNrE8aRMtv
0.734,0.428,-10.582,0.0821,0.987,0.00592,0.152,0.806,87.116,165493,1,0BALcq0CFzQeWZ1hStZDsF
0.727,0.707,-13.469,0.041,0.568,0.00011,0.147,0.966,149.089,267707,0,4Dh7uW5uZAbpPCuWhgOYB0
0.522,0.795,-8.054,0.258,0.387,0.0,0.326,0.809,166.14,473799,2,0lKU5ZalzOQq3kGoKyZ7s5
0.609,0.681,-6.843,0.0472,0.557,1.56e-06,0.104,0.26,91.988,263250,1,3uge50VHScZ17KolsqhfMh
0.529,0.688,-7.99,0.0483,0.52,0.0,0.233,0.914,141.823,130147,0,651F3tsCx6X5REjM8VJyxB
0.623,0.698,-5.903,0.0344,0.792,0.0,0.0709,0.579,90.033,229200,1,2hRbjeCnKcfvCj3CJCbX9x
0.515,0.862,-4.623,0.0469,0.00701,0.0,0.316,0.605,185.976,215784,2,16TUa3zshXrlUferevYfZN
0.317,0.937,-5.244,0.0651,0.00174,0.723,0.352,0.559,146.584,290733,3,27jgTMFbx4HZhwVVpK0tOC
0.157,0.515,-20.408,0.0582,0.000133,0.777,0.099,0.333,60.444,368787,4,1y5IdGjzPYpnzYvvzlhWdo
0.3,0.78,-4.034,0.0376,1.55e-05,0.52,0.205,0.151,119.858,302587,3,1Uwf66F8X4xhSM8XVuq8Lz
0.677,0.833,-6.286,0.0821,0.0003,0.000208,0.122,0.409,135.015,194055,0,12R0kO3aF9VsaOlGlb4j5L
0.331,0.963,-5.433,0.0646,0.000285,0.041,0.119,0.191,154.879,329147,3,559GpQwfGlYh2mYYfn19X4
0.582,0.958,-2.319,0.15,1.16e-05,0.00895,0.0368,0.438,119.988,331329,3,6wN8nayh7c9Gon16wLV5wv
0.496,0.924,-8.197,0.0664,5.25e-05,0.00102,0.0986,0.487,108.004,249333,3,28dfdONSg7Jzbly2KntkEU
0.466,0.949,-2.479,0.0644,0.000231,0.0101,0.016,0.394,124.038,238080,3,7tE0c7TGmwipT5d2ozcYN4
0.572,0.88,-5.913,0.0575,0.000945,3.98e-05,0.306,0.653,140.015,206973,2,1337aEkrEuuZF7PkGXrYSh
0.514,0.519,-14.714,0.028,0.000423,0.0391,0.0649,0.769,144.582,254068,0,56qSE2vX9zbZpnto0wl5IC
0.556,0.917,-3.461,0.0391,0.000113,1.13e-05,0.117,0.478,105.993,215862,0,2zI6IgwhfUV4U78IcAdrZr
0.494,0.997,-3.59,0.203,7.32e-05,0.0869,0.308,0.291,140.029,253987,3,3b2r68qapQGSdvIG5GuCNp
0.558,0.893,-4.205,0.0421,0.00885,7.15e-06,0.0619,0.438,119.991,281250,3,0EbJ1rXHaNTWYH8nmwOx62
0.56,0.852,-10.614,0.0415,0.000379,0.928,0.127,0.372,122.033,298467,3,3fZ3EVU4URNe4Pp1BGJvzh
0.258,0.804,-8.187,0.0441,5.71e-05,0.768,0.173,0.145,120.728,375667,3,527SR1b4bqUhBpdcZjU9kQ
0.319,0.943,-6.692,0.13,7.09e-06,0.92,0.0963,0.036,90.037,422331,3,5klHRNUA4G6EFplcFbL17q
0.481,0.991,-3.373,0.113,0.0179,0.0,0.671,0.513,103.242,137207,2,6YZPaTgOYyg9kZcvx8iRYz
0.323,0.905,-6.08,0.0938,7.2e-05,0.00468,0.299,0.413,97.45,285591,3,2jCYwVn5AauJ98ArzDtEIo
0.554,0.966,-3.816,0.052,4.52e-05,0.474,0.104,0.354,129.962,281693,3,0r1z4x797gTR4lf6z6UkXR
0.435,0.961,-4.282,0.107,1.88e-05,0.0345,0.379,0.486,119.069,415462,2,6SkH7uKkizXqBEft7Yj9cL
0.123,0.991,-5.074,0.106,0.0423,0.712,0.363,0.0286,148.977,123223,3,7kKCePogAqzkLjLj6OU4jJ
0.7,0.7,-6.227,0.0503,0.000167,0.00125,0.101,0.871,95.101,250573,0,2e1u7mzS69xop3HFu8Maei
0.41,0.97,-8.604,0.0742,1.33e-05,0.792,0.347,0.399,105.021,162852,3,5L02C9N7RGYtvUGfzphjBC
0.352,0.643,-5.905,0.0308,0.0225,0.00158,0.131,0.537,184.016,366227,3,7GOuuZHWX1sXZHb8iHw65l
0.14,0.962,-4.464,0.195,0.000279,1.72e-06,0.0941,0.216,169.711,255402,3,4Y0D1Ak0xEC9RXCZdNjHjc
0.368,0.922,-4.094,0.0606,8.96e-05,0.406,0.348,0.221,128.056,191500,3,518TNx4ywkHoV79nJgOw49
0.309,0.95,-3.435,0.0936,5.67e-05,0.0093,0.184,0.163,135.596,166659,3,0EuIuyFbEzBge6fetxj9Hh
0.677,0.654,-11.097,0.0464,0.479,0.874,0.0921,0.738,118.933,173240,0,1ljZ9UO4nON1TKA4jKdvmx
0.522,0.785,-7.01,0.0409,0.0493,0.00119,0.158,0.189,94.191,324656,3,4obdp8Nty0Cad7pAoY77h6
0.361,0.215,-16.501,0.0391,0.837,0.935,0.119,0.24,110.789,89365,4,0dr9wqfeHhFFcjGHXQuKSP
0.178,0.575,-7.975,0.0321,0.000184,0.515,0.444,0.118,96.959,409491,3,67IsBmzbQ6Xle4ffs9rZFa
0.392,0.155,-20.095,0.0311,0.852,0.0391,0.107,0.602,171.812,184853,1,0W4z5QkqwDWIAFMsZvTN5d
0.48,0.454,-10.948,0.0477,0.909,0.909,0.0791,0.439,97.953,498360,4,2eCnXbag0z8mKcWjc4GmVs
0.333,0.893,-10.533,0.0726,0.00469,0.0256,0.0422,0.309,168.743,277014,3,2IdZSBTHTSDSkAwZw8q4u7
0.665,0.905,-4.955,0.0356,0.014,0.0103,0.153,0.162,122.979,248781,3,0LMpXvC8a7rYNaxNCxXl3p
0.13,0.323,-20.526,0.0524,0.103,0.863,0.0818,0.165,159.533,336880,4,5lB736z3AnO7aE3mrh9ccT
0.159,0.151,-14.011,0.0367,0.921,0.0342,0.0771,0.0636,81.341,271789,4,7udbCx3gVfRYHdUMcVppOx
0.463,0.973,-5.833,0.0642,0.00121,0.032,0.359,0.558,153.045,202647,2,5707LxrLRlO7Bq9b0TpQIG
0.674,0.39,-9.967,0.337,0.619,1.18e-05,0.16,0.648,81.45,228027,1,6ounYf7Jo0JmtHp7p5ToC8
0.563,0.909,-3.149,0.0414,0.000584,0.558,0.437,0.902,160.017,185250,2,5IKWBKAjwcfsazbUR5HNFv
0.31,0.967,-4.581,0.116,0.000277,0.317,0.209,0.179,112.417,354000,3,5Wz5hf8CnkGjNanSImYYse
0.869,0.63,-7.058,0.0374,0.198,7.38e-05,0.0749,0.844,124.017,183533,0,4u8snuKA78YNkJujLeh7Ht
0.455,0.809,-3.745,0.0439,0.000297,0.0,0.127,0.653,99.688,198625,0,7ERijR9hA3srvop0osPQCA
0.542,0.593,-5.959,0.0308,0.000493,0.899,0.111,0.0392,129.969,288760,3,5WyAHEuvc2mpHeOJTkzsbS
0.253,0.422,-8.066,0.0314,0.587,0.0,0.128,0.121,178.912,293027,3,1FxNG2snbHkISketsWUKCd
0.332,0.839,-6.037,0.0277,0.0736,0.000631,0.264,0.608,94.559,260787,3,0QN72F39qCxtXJnyBGoUvy
0.601,0.317,-15.677,0.0393,0.829,0.0,0.13,0.678,138.181,173600,1,4hXs1I9jzIc7JCJNx5QkYE
0.549,0.421,-7.775,0.0475,0.811,0.469,0.258,0.812,86.121,216280,1,4f9QsKNCb667ijEC9wJ8hs
0.837,0.934,-5.581,0.044,0.0443,0.419,0.0978,0.456,123.0,190244,0,1O9WYFuiQKzwmPL6W6Kx7X
0.587,0.749,-7.508,0.0292,0.000501,0.788,0.116,0.474,118.976,367299,3,6ZWt8XAvZzCfJhp2bycEtf
0.526,0.939,-6.435,0.0439,0.000633,0.00037,0.0536,0.881,91.381,200867,0,34SqW6wCBiGih7Jahvc79x
0.766,0.848,-7.764,0.0365,0.275,5.26e-05,0.11,0.97,95.124,238587,0,7pOrjaSlEgPsWZhrIar1zf
0.665,0.938,-3.561,0.21,0.614,0.000103,0.114,0.84,186.041,282624,0,029Nxof8jz7H3R14c6N1xC
0.433,0.408,-9.279,0.061,0.614,0.0,0.12,0.468,145.935,290773,1,4zJKDLCU5IZwY8u5VHIEbb
0.615,0.586,-8.466,0.0628,0.137,0.0,0.235,0.82,156.047,170000,0,29VoFGvUN21FhEIns1qs7V
0.609,0.828,-4.929,0.0301,0.424,0.0,0.316,0.505,90.95,181120,2,2N48Zb9Okk3SLB7b2lDVtM
0.583,0.422,-16.191,0.114,0.259,0.898,0.372,0.0374,182.559,152400,3,2eiq8DFWCjAOmbcHarG1ks
0.657,0.614,-5.478,0.0554,0.214,0.0,0.109,0.191,68.692,207432,0,3XUjRWmImtzsaBwCnkORRZ
0.467,0.772,-5.946,0.0445,0.0206,0.0129,0.362,0.616,145.004,214204,2,0fDCPVKI1qbTakRBhIOOMW
0.577,0.884,-3.548,0.0903,0.00024,0.000262,0.287,0.686,91.026,206405,0,50OsF8Rbv8VQS0WAP0uB3i
0.722,0.395,-11.306,0.0277,0.195,0.00102,0.154,0.817,101.169,178781,0,5NgXLG5PSZ3ANr25I6cDJu
0.529,0.334,-13.144,0.0408,0.676,2.78e-05,0.432,0.571,131.644,236827,1,46MCiaxbYWJv5hrlua3KCC
0.712,0.601,-8.968,0.062,1.09e-05,0.802,0.0982,0.513,124.912,398151,3,5YzBL3vkQnp3JbeDRRSbSQ
0.153,0.783,-6.148,0.0477,0.183,3.27e-05,0.107,0.439,72.967,326827,3,3YYjPihtQqeIR2wzv60hZ3
0.197,0.129,-19.208,0.0442,0.985,0.875,0.111,0.0368,65.665,367431,4,0dSPaiM8hSK6dMvC38jEfK
0.355,0.575,-11.012,0.113,0.0788,0.0,0.256,0.35,88.997,146667,3,5jubtTxcLaw8R8xGWCdlG0
0.51,0.601,-6.451,0.038,0.428,0.309,0.115,0.322,106.516,516293,3,2mEIOvoHly0xW90sQN86cj
0.643,0.616,-7.695,0.0713,0.107,3.76e-05,0.0422,0.453,135.738,222880,0,5F5WJfJSlzixI8ANNBLomu
0.294,0.888,-7.2,0.066,1.63e-05,3.55e-05,0.158,0.375,104.727,254133,3,08ZbT1mbzKrehKGF6YDolV
0.628,0.43,-7.471,0.0992,0.276,0.0,0.658,0.155,113.478,227280,2,54MrGDkliLlPMhqPxaliRC
0.699,0.338,-13.918,0.0333,0.891,0.934,0.0675,0.88,116.285,147200,1,43etkjVi3VBvVbA8eLJM2b
0.57,0.531,-12.183,0.614,0.975,0.0,0.452,0.703,172.885,112562,5,4KRas06FM00PqU2R2KGx0G
0.628,0.847,-6.37,0.202,0.227,0.0,0.395,0.631,99.915,144519,2,6dpM7qQfKySp9WmcRb0JJD
0.666,0.738,-5.885,0.351,0.409,0.0,0.0833,0.432,172.933,199811,0,5xTpeS0gEANdINjFNMUUAH
0.124,0.864,-4.01,0.0432,1.55e-05,0.866,0.518,0.439,158.108,125917,2,03kXy6FwFDUPXUfp57gKl2
0.609,0.276,-9.805,0.038,0.872,0.0,0.177,0.694,115.73,188200,1,2Eg4Qh7YsoeVM0VHqBdG8c
0.278,0.13,-26.757,0.0386,0.904,0.688,0.0787,0.175,139.68,355000,4,1cxfYghW3oetnmNiNRzEDU
0.635,0.818,-4.641,0.0329,0.0447,0.0202,0.297,0.389,124.025,245839,3,40LNKJjlsIxAK7LTfR2EN2
0.37,0.505,-12.628,0.125,0.0149,0.859,0.085,0.235,173.932,391160,3,7cytZA2D0YE1Avedq1SwHI
0.683,0.923,-11.891,0.0606,0.0328,0.785,0.156,0.0677,134.025,176413,3,01QNFWCx57hWtAegBjy28z
0.515,0.899,-4.276,0.204,0.298,0.000844,0.0653,0.917,114.109,164573,0,6r1BGYEUf8JokpctyQJJFU
0.682,0.458,-11.901,0.0479,0.229,0.953,0.106,0.653,117.992,547233,3,3N8OHzAuyMPT4bxSk1OUmD
0.491,0.736,-8.479,0.0404,0.006,0.887,0.0898,0.686,165.973,248000,3,0H47ziCa79XAjBKMwIS2V6
0.762,0.753,-10.882,0.0373,0.0319,0.924,0.0608,0.261,125.987,424827,3,7hkPcD1amaJSi02KEy2eLw
0.795,0.989,-9.836,0.0856,0.0015,0.939,0.565,0.0397,126.274,555627,2,553HOkDZQktOEBKvxTBPS1
0.448,0.776,-4.616,0.0514,2.23e-05,0.877,0.103,0.551,133.217,237971,3,14sqLvmLAVJwJ18ly6O5iW
0.197,0.422,-17.453,0.0505,0.672,0.58,0.128,0.131,172.806,1119333,4,0aGvcIUEdMq9PelZIGJOBU
0.673,0.892,-5.928,0.0305,0.0345,0.356,0.106,0.781,138.525,147293,0,1k6lycSBHaX3okufXxX8FS
0.278,0.97,-8.203,0.0746,3.11e-06,0.00311,0.0501,0.0544,164.946,284148,3,4ByQSOLBBDUNM56mHSx2Zh
0.372,0.374,-6.323,0.0451,0.0355,0.000125,0.11,0.0907,124.007,244228,3,3wOh9ofAEMJcKxj6aEvoF5
0.759,0.675,-14.366,0.0422,0.0261,0.0341,0.431,0.866,127.522,543560,2,179SfVFJ0ZN41toTxnpgRD
0.459,0.348,-20.056,0.0489,0.982,0.893,0.114,0.397,131.787,190933,4,7MEjwK4aCZ6VpIk7XakSpB
0.538,0.702,-8.416,0.175,0.204,0.241,0.152,0.447,123.022,252560,3,4WDU1qnSm4gPdO5NtNiLml
0.792,0.775,-5.535,0.254,0.0424,0.0,0.735,0.66,130.013,155077,2,4pAQg3GwWNrjW6Hlnax3i3
0.601,0.707,-4.845,0.0352,0.0696,0.00909,0.111,0.359,119.969,317040,3,4UJcBy8d3vzCC8c0dg9oDQ
0.503,0.712,-8.217,0.0278,0.00426,0.00928,0.113,0.367,137.376,237376,3,17Qmhzzs58gHwgSWB1mlNP
0.652,0.571,-7.792,0.0469,0.662,0.000878,0.539,0.512,124.888,158383,2,2paw3lKo9q9RBaA0wyGr5P
0.744,0.809,-5.13,0.0363,0.0493,7.99e-05,0.0911,0.465,109.977,163909,0,6iZb5n9Q8JE0q7ZzZO3uxJ
0.673,0.15,-22.008,0.948,0.619,0.0,0.0749,0.414,74.096,716987,5,7xje2JKejynEP5DU888i6c
0.453,0.887,-4.644,0.0535,0.172,0.0,0.121,0.775,78.027,220333,0,4ku97HYz4D8CW3fwlwy9Eg
0.743,0.666,-8.337,0.0546,0.432,1.77e-05,0.129,0.492,101.002,158360,0,26kVXR9aQXzDiKggPGnUQR
0.51,0.759,-4.854,0.101,0.034,0.0,0.077,0.237,91.123,207142,3,481idAnpIOHEjR4YPsbA0y
0.551,0.918,-0.837,0.0858,0.121,0.578,0.0723,0.557,169.819,319173,3,3MmtFohpZUmEzwUQgJvg0I
0.362,0.601,-6.042,0.0309,0.147,0.117,0.134,0.314,153.871,316006,3,45i73H5FvrR0jbwvG8mVSS
0.382,0.698,-6.842,0.0422,0.576,0.186,0.188,0.531,71.792,143360,1,22iRJyuVt7nm19ww7pRHKu
0.787,0.603,-4.781,0.034,0.435,0.0,0.101,0.743,106.984,224072,0,7sVEoPc5ZUUQerRkgTypUZ
0.403,0.396,-13.124,0.0409,0.593,0.754,0.0594,0.358,180.097,196311,1,1s0bEvGacA2v7ziVKqCpFg
0.37,0.398,-11.705,0.0337,0.959,0.905,0.134,0.27,114.86,675395,4,0QbGNUAPEcZ9aVS8qjuyjS
0.649,0.558,-4.863,0.0253,0.147,0.0,0.172,0.635,89.988,202387,0,2uZzPb5Y4ZUancg3dSMauB
0.56,0.825,-7.737,0.0298,0.0148,0.847,0.173,0.108,104.007,207837,3,64j1cFvasbmkE7Qb7c96So
0.403,0.969,-1.688,0.105,0.0154,0.0,0.226,0.364,83.052,186427,3,57bxw3Kn4vSvUiLHVozCzK
0.503,0.935,-7.693,0.0368,0.0606,0.831,0.134,0.626,179.988,196328,3,2CL9DIH08V6ZrpsmDMcZxM
0.0848,0.125,-22.929,0.039,0.585,0.928,0.103,0.0304,84.263,147673,4,6vzJLH7CWh299zktIPDQa7
0.486,0.557,-4.803,0.0272,0.772,0.0,0.142,0.58,90.014,248173,1,2ljuVUIZyDAuYByYVY2Mua
0.385,0.745,-4.469,0.0387,0.561,3.61e-05,0.0749,0.562,77.523,246147,1,78i6AUQv9Hp1BAQY6VCaCP
0.304,0.0836,-17.317,0.0374,0.957,0.907,0.155,0.219,95.874,268040,4,2SnOCTEDzHS5wfl11TYG2x
0.55,0.776,-4.796,0.236,0.0893,0.000182,0.176,0.932,204.745,215587,0,7aFBO4VuZsGqyTrWBAAp7j
0.504,0.982,-3.483,0.0334,6.97e-05,0.0996,0.457,0.694,133.001,322500,2,5WnKAHTuor26JXYnvjfmcP
0.366,0.888,-5.462,0.0382,0.000759,0.0,0.0648,0.748,184.992,298703,3,3MSXNZZuIEAWmtCkLJMtG0
0.202,0.687,-8.69,0.0376,0.000185,2.95e-05,0.551,0.218,174.329,122622,2,3HwWV4dxX5W6hmMjAZnf4o
0.588,0.419,-12.731,0.0345,0.958,0.724,0.0548,0.811,157.429,132747,1,24K00f6YA2ZI4CH3iVc41o
0.594,0.577,-6.98,0.0637,0.0648,0.0,0.123,0.369,145.059,192794,3,4jN6jgeKdFG7oBeXg3qC26
0.287,0.926,-5.743,0.103,1.75e-05,0.898,0.137,0.603,79.174,193640,3,69XlZkeXWNiVrTP75vRTXx
0.28,0.128,-21.601,0.0318,0.796,0.932,0.107,0.0853,96.732,322933,4,3F4FaR55ghpY26f4o5Fk1f
0.376,0.117,-21.437,0.0335,0.95,0.832,0.104,0.189,134.587,267358,4,79XuzOga3pizrLG9XVfbwP
0.398,0.963,-4.495,0.0688,0.000146,0.0,0.472,0.371,170.004,144841,2,6f3xIhA7i4eQgGwwCWMh9X
0.353,0.642,-8.641,0.0422,0.0597,0.0,0.152,0.633,138.092,210307,3,2TRdCAECTGdsmUjuh7XfLS
0.423,0.306,-8.707,0.0269,0.775,0.0,0.251,0.428,140.871,214880,1,74jPRWy8pp6y7D4LQUY1Ys
0.134,0.005,-35.951,0.0404,0.903,0.205,0.144,0.228,84.023,230267,4,6YpyKmgTxZahaGmMb4yakx
0.382,0.871,-5.391,0.0504,0.00264,1.4e-06,0.12,0.496,151.027,204000,3,1qN11Lyw74R8iGzH27Zc4F
