danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,cluster,id
0.556,0.783,-5.54,0.0287,0.00104,0.0,0.0819,0.32,114.956,239667,3,6uiA9V2cGNRKTT4GjYhVYJ
0.633,0.852,-6.544,0.05,0.165,2.79e-05,0.169,0.334,126.983,217427,3,7wpbqcl0cxxGN8WNYz64Wr
0.643,0.861,-2.238,0.0341,0.0693,0.0,0.119,0.549,114.932,169400,0,6IHlMISBDoebWceTXqJaNn
0.462,0.602,-7.525,0.0261,0.00423,0.000716,0.0958,0.753,83.015,179400,0,0mFc4SaB2d4K812DIRMUVj
0.537,0.877,-4.524,0.0748,0.000984,0.000476,0.098,0.77,109.546,185130,0,5Sn6LyoqlpnMDet8ZNaDQx
0.673,0.79,-6.989,0.0417,0.0305,0.0,0.147,0.514,117.992,256720,0,0twbASvGKPDvbWviKZcpyy
0.659,0.261,-16.412,0.0325,0.96,0.0371,0.135,0.487,93.936,164467,1,0qO6ZAdEUCDKXurF5SwLsa
0.581,0.2,-15.858,0.124,0.989,0.159,0.403,0.651,127.388,193467,1,2z6T4WWVM8TGilyZeLF1rL
0.382,0.96,-6.263,0.0872,9.58e-06,0.919,0.109,0.142,160.029,364507,3,2jTMy1Pxy8wO9PlJB3wRH2
0.845,0.619,-10.296,0.0388,0.266,0.0413,0.0795,0.963,118.025,245141,0,2FIWr8w7tIng8eDVb4a1OR
0.474,0.809,-5.921,0.0503,0.0532,9.59e-06,0.649,0.772,87.888,163892,2,2NfcuVUEYLpubYfe88tlVm
0.805,0.583,-6.994,0.0705,0.159,0.0,0.156,0.349,94.998,194526,0,6T5Pca2e6n5w1iP33ec98B
0.725,0.779,-4.548,0.0407,0.0314,1.11e-05,0.103,0.224,137.056,231250,3,7wcz4V9XLZpteZEnMEJNEZ
0.729,0.633,-6.201,0.0562,0.0141,0.0,0.286,0.936,99.987,230712,0,43D5OEGzpU7lauNcamVV6Y
0.726,0.589,-11.084,0.0576,0.421,0.00142,0.11,0.0398,134.969,146668,1,5O1Tt1xcebq5NyFvQRADiv
0.205,0.994,-2.299,0.148,1.33e-06,0.197,0.391,0.104,154.168,197293,3,4IwVHiRNCOVFE3dqFxHHwm
0.864,0.93,-4.641,0.109,0.128,0.00134,0.227,0.797,117.989,284735,0,32yVLCKu9nUh3PsQ4aATRK
0.5,0.474,-9.404,0.0542,0.857,0.00135,0.0911,0.589,109.176,225080,1,6YQrdscks6T3yN69kbmCra
0.797,0.825,-7.074,0.102,0.0169,1.15e-05,0.109,0.656,134.99,148209,0,6OGaolzXJ6pDuAaOEh2Ydz
0.616,0.542,-11.955,0.032,0.367,6.3e-05,0.134,0.43,104.046,239653,1,3YTJHoOUjvzjPTrz8UlowD
0.386,0.705,-7.734,0.0262,0.000928,0.2,0.11,0.719,169.845,160787,3,3ZWa7P6LwB2kxDN8OxfpBX
0.706,0.786,-3.417,0.091,0.26,0.0,0.38,0.751,150.028,199387,2,0puf9yIluy9W0vpMEUoAnN
0.799,0.687,-5.682,0.0431,0.193,0.000188,0.0307,0.965,108.804,215773,0,4d6eqRtpDX7tydHJGDZUBQ
0.472,0.826,-3.938,0.0594,0.000617,0.000713,0.187,0.132,122.326,385920,3,7ddGC67DasWO30q5YepUJe
0.566,0.766,-7.257,0.0483,0.00987,0.0972,0.128,0.164,87.022,278621,3,70e7QpFavBc7KXRdNXIVCo
0.62,0.825,-2.869,0.309,0.25,0.0,0.077,0.476,199.488,153652,0,744IMVuf8wEVECCOLThDHJ
0.463,0.625,-7.311,0.0605,0.41,0.0,0.048,0.689,171.949,221163,0,7vkmotPUwMhgncuP283F3U
0.839,0.688,-7.05,0.352,0.0971,0.0,0.142,0.833,175.036,187000,0,4hkB8cT7ahE2IyaKLZTHNE
0.744,0.594,-7.636,0.206,0.358,0.0,0.0988,0.689,168.045,147122,0,5oV589AkOZ4VJ6aHmHaM6v
0.801,0.764,-5.112,0.0986,0.109,1.62e-05,0.247,0.578,89.999,154151,0,58dGRQrNmAJeRMFuguUbvD
0.657,0.359,-15.13,0.0287,0.611,0.000267,0.404,0.398,111.581,298423,1,0p6q5cSDr3m3bGNnM8OHsX
0.555,0.947,-2.578,0.067,0.023,1.49e-06,0.37,0.577,165.009,382533,2,2gHOfMtbaywYPVG2JHYRUU
0.825,0.861,-5.397,0.0317,0.194,0.00425,0.0937,0.871,100.001,205243,0,3OGpuZ7SPj4bzBah6j30Rx
0.401,0.978,-4.832,0.0592,0.000527,0.835,0.335,0.395,122.622,229760,3,1eqqCRqIVlUQpw3ikSO0HT
0.078,0.696,-7.764,0.0947,0.00028,0.826,0.375,0.0361,174.759,430146,3,3dKyLNbYun1timBlPx3Wlp
0.196,0.0323,-31.991,0.0456,0.992,0.0033,0.0906,0.0317,143.42,312893,4,4JjFlelE1x55yUnmXSJJvS
0.164,0.08,-20.773,0.0445,0.969,0.0335,0.0913,0.0382,85.595,1019147,4,1dg3qFrA3zQNmQrIl1j8Fm
0.122,0.0318,-27.002,0.0425,0.975,0.574,0.172,0.0345,73.055,230995,4,4o06QW9B4eLrodDKymGk9w
0.473,0.985,-3.046,0.0905,1.39e-05,0.78,0.295,0.328,111.916,227600,3,2k0AVM2iP7Zh3ZYy6DyIfm
0.76,0.769,-8.277,0.0757,0.0742,0.000114,0.09,0.365,126.989,260787,0,44YY7eW13jdBCXjVBfPX4P
0.856,0.881,-5.632,0.0614,0.00989,0.00232,0.0658,0.768,122.016,151475,0,4utHEj6MX6ESj48nMedMNR
0.681,0.393,-7.068,0.0633,0.321,0.000339,0.108,0.379,94.744,129440,1,77PLsUgMnUvV56VhgjlZ2B
0.202,0.222,-17.638,0.0365,0.777,0.85,0.137,0.158,125.095,448034,4,3FlYQ4cpdpT1JObsSy0zy3
0.392,0.24,-13.633,0.0392,0.932,0.0716,0.219,0.168,137.216,178733,1,4BGTu6wqp3flydolIkMEh6
0.188,0.925,-3.727,0.0816,2.2e-05,0.765,0.453,0.0818,163.734,253561,3,1MSPMjCcP88caiTm7Jwj5a
0.751,0.694,-6.723,0.0697,0.359,0.0,0.243,0.777,96.017,215613,0,7wQKSLYhH6PmL94NPVdDj7
0.684,0.383,-10.418,0.0366,0.632,0.00713,0.113,0.394,117.919,224000,1,2ax91q5yqq8a8M1s1hVkRC
0.438,0.449,-7.954,0.0331,0.0138,0.00989,0.0945,0.184,161.016,206373,3,4gl3P9diNeBvLlOcvmBb2H
0.493,0.00306,-30.602,0.177,0.994,0.873,0.0903,0.499,168.348,182320,4,3B8IRT01MVf7v1iKBT6nv7
0.536,0.979,-5.509,0.142,0.000175,0.672,0.267,0.252,100.029,273907,3,0MFLaPIIryLx1zNOXGlPwY
0.748,0.143,-16.502,0.046,0.979,0.879,0.113,0.428,126.439,177500,1,4q4emoW3IX2eHhY3sVkudj
0.72,0.501,-7.906,0.0927,0.198,0.0,0.222,0.812,94.004,178583,0,3QmNezz4YTPXsCrNLk99Qh
0.497,0.565,-5.538,0.032,0.0707,0.0,0.281,0.638,96.608,225027,0,1WxmpxiSbpQKYkXILolvAp
0.249,0.744,-6.184,0.0457,0.00035,0.53,0.114,0.18,157.24,270655,3,2tE8uHClBMgALbC5grOFdg
0.313,0.389,-10.158,0.0333,0.404,0.375,0.21,0.143,172.249,280133,3,5iVIQLVaxtgTmRAEpUkrXh
0.415,0.663,-7.782,0.0391,5.02e-05,0.762,0.102,0.373,175.888,266547,3,10JEpI1y7PMD9r3ZxF6CFZ
0.327,0.418,-8.37,0.0318,0.379,0.00185,0.127,0.211,152.095,294507,3,5TjDwWPZ5vScUEG0NeRtuB
0.615,0.883,-9.311,0.0655,0.000794,0.732,0.108,0.302,139.993,336563,3,5pIpJurcAKxlZ2DqkCMEgV
0.587,0.908,-5.008,0.0377,0.274,0.0,0.242,0.698,147.961,194493,0,4IRWlFIr11iZ2AqEe3yxTy
0.607,0.79,-5.521,0.0663,0.414,0.0,0.328,0.822,162.918,158347,2,6hriJzAcNNptTKubDjqjFv
0.361,0.905,-3.705,0.0879,0.0559,1.18e-06,0.067,0.504,165.012,231333,3,43z7SyPyyzGFep1SL0Po60
0.508,0.664,-14.125,0.941,0.762,0.0,0.929,0.602,87.855,135833,5,1cb9LBLWGcbLcGvotRuivj
0.497,0.495,-9.545,0.0327,0.488,0.0,0.0928,0.302,139.778,330000,1,1VdF3aDe5krQsXjeRHR3Ys
0.594,0.871,-3.507,0.0403,0.486,0.0,0.343,0.761,92.402,176333,2,5R7qlPnCh9qVEtNaHIyPvh
0.886,0.745,-5.388,0.0407,0.225,0.0,0.121,0.922,106.033,144092,0,23Aq54DbkbK2Bo1PicKxF2
0.789,0.961,-9.282,0.0602,0.136,0.811,0.027,0.596,125.004,237093,0,0p4rbWKCKNEDrRNME2EIcx
0.099,0.23,-22.268,0.0468,0.791,0.915,0.283,0.0321,90.443,431947,4,25Dy49um1MbZVN96c1dS6m
0.303,0.997,-2.961,0.0886,0.00022,0.871,0.321,0.0256,124.261,432040,3,4KJitYqtcHbIA2lZ3bglnW
0.596,0.679,-3.881,0.0324,0.18,0.0,0.0938,0.746,110.464,167680,0,2gvmxusSOe3vNjNDjQWaso
0.669,0.566,-10.141,0.0336,0.0398,0.824,0.156,0.22,109.996,255028,3,0tfdmfknvrLtQk8tRvCQMq
0.713,0.783,-8.486,0.0476,0.0208,0.355,0.0916,0.507,117.012,137436,0,5CdAc6tpVNFhlots6k4tdV
0.69,0.641,-8.715,0.029,0.0132,0.355,0.128,0.267,127.993,331893,3,6yS5XbzLNkwp5oEMEPvdwi
0.62,0.93,-5.921,0.0598,0.00537,0.848,0.108,0.617,134.895,328720,3,5ZkC3qh0HPjleQdC9b9O56
0.482,0.33,-14.292,0.0342,0.836,0.85,0.128,0.177,129.951,177680,4,3UZUeNkrNhsPREvgiKkoX5
0.553,0.922,-3.332,0.106,7.36e-05,0.00429,0.0304,0.0877,124.958,155520,3,3x2FGjk9lbHzWoyaUHEs6u
0.494,0.205,-19.093,0.0386,0.569,0.439,0.0617,0.0498,119.994,264500,4,2sBdzx1a6KVDcmHreBvti3
0.782,0.318,-24.075,0.0725,0.0326,0.79,0.0874,0.194,133.967,171942,4,2Seyl8WbsB1955voqWaq87
0.743,0.215,-12.489,0.0487,0.0531,0.000353,0.103,0.145,118.991,232374,1,59a9UqPmUfSsCfLAAooMjN
0.373,0.918,-5.696,0.0408,0.001,0.271,0.225,0.215,142.946,207792,3,2ARUbLCLdloApdfQcVw3Cb
0.77,0.846,-9.285,0.0487,0.0434,0.894,0.0458,0.448,119.999,427005,3,6plrjFbPuHZIUXZdh1bavs
0.489,0.88,-6.791,0.0795,0.000336,0.549,0.586,0.331,174.972,491447,2,5U3bpjd9EFuN8anjPjkS2R
0.662,0.788,-6.088,0.0279,0.000856,0.0104,0.0258,0.656,104.013,244933,0,4JejVsL2cUEFGHOR2bTTt2
0.662,0.78,-9.319,0.0341,0.0021,0.141,0.0816,0.329,119.985,225000,3,03ljGZboZo34xcwaUNkc6a
0.75,0.797,-6.874,0.0486,0.00235,0.87,0.0748,0.222,129.982,411000,3,14QvBZPWC0ztCfiEnQRS6T
0.476,0.781,-4.71,0.103,0.0237,0.0,0.114,0.175,93.474,123661,3,2Z4luUc9BQHrEwSSJ1eg0q
0.553,0.741,-7.418,0.0373,0.163,0.201,0.105,0.325,80.494,341240,3,1yrSRBixSBiXlQt1uZ5ZwV
0.538,0.886,-5.824,0.0715,0.000449,0.145,0.328,0.231,90.984,351734,3,3rPFO1SnHNm0PKIrC5ciA3
0.584,0.896,-6.345,0.0648,0.00514,0.916,0.127,0.494,129.995,178945,3,686Fx44fjUILYqlWtS7hkx
0.354,0.865,-3.643,0.0464,0.0896,0.0147,0.384,0.725,107.801,258292,2,6pT5v92NCG5QCGqfQ701BW
0.191,0.972,-5.969,0.0628,0.0302,0.0141,0.21,0.407,179.896,230110,3,62aEireZxbH4OkLqa1JROz
0.753,0.79,-6.542,0.0281,0.0861,0.108,0.0791,0.9,131.023,182915,0,631rThbFUOQbXNb9xUYxeG
0.348,0.973,-4.818,0.0716,0.000457,0.781,0.135,0.374,152.235,133067,3,6WBdwdLLif4kuG3s6ot8uB
0.213,0.951,-4.226,0.0625,1.7e-05,0.777,0.0925,0.162,99.238,487124,3,6hZxV9v9KWPIsPRHd2JluG
0.0926,0.362,-10.253,0.0361,0.00191,0.888,0.097,0.0313,88.286,404392,3,2hXYggrEpQTAbwD90JEy1j
0.535,0.889,-5.547,0.0533,9.92e-05,0.41,0.329,0.327,97.493,233048,3,3D6ZPZrFk2CHZCJ2STxHW7
0.587,0.973,-2.993,0.151,0.0155,0.295,0.272,0.135,115.012,205000,3,7MszNx4rv4ypbUMKJfe7Ox
0.426,0.74,-7.328,0.0422,0.0975,0.00312,0.458,0.742,137.776,308867,2,4J8lI2vjdOzBT3W9rWj00E
0.192,0.936,-8.936,0.112,2.47e-05,0.92,0.14,0.14,103.665,272200,3,5lrKrPesGrJIX681A3wEKR
0.362,0.937,-11.303,0.149,7.2e-06,0.00105,0.0709,0.544,110.944,268133,3,0aMqAaZaFz8iD2IsUfMzkt
0.311,0.883,-7.547,0.128,0.0296,5.75e-05,0.0929,0.127,162.72,295280,3,5F1ZjpCFKcgk4VcsL2on2h
0.419,0.892,-6.196,0.136,0.00295,0.39,0.447,0.0939,139.972,150735,2,6amuHJMQe1m2lnri4bmlDV
0.793,0.611,-5.319,0.0414,0.596,0.0,0.37,0.807,120.094,127608,0,5PKGzc55QUjdYtdniPhxlh
0.512,0.93,-7.788,0.0626,0.0173,0.423,0.201,0.102,160.966,159639,3,3352NJ15FsCKvBfKKpUEyz
0.488,0.294,-14.717,0.0261,0.917,0.841,0.0876,0.26,76.647,273027,4,6c6xJgk6Z7WElX8tRUdjZk
0.525,0.963,-1.037,0.0663,0.00014,0.0,0.315,0.264,140.002,244533,3,5nFznAnbQsnzQ7uGnfPU50
0.415,0.158,-16.15,0.0507,0.916,0.0,0.176,0.463,86.045,156400,1,4AcFQfO6RDUl9S0Mioxbm2
0.147,0.197,-27.096,0.0506,0.926,0.798,0.118,0.0926,137.721,597241,4,69YqoFrpyqen0Hi0RG5Sc9
0.497,0.869,-3.214,0.0698,0.258,0.000188,0.148,0.122,130.018,171692,3,4rtSjQVJVMLLq1LP4WCVdi
0.576,0.194,-15.48,0.046,0.883,2.77e-05,0.0676,0.0749,118.879,254413,1,70ig40aEN4esNMLSOAQWlR
0.375,0.863,-5.718,0.0659,0.00421,0.001,0.079,0.369,136.041,211765,3,5kw0quFqdYtj1o5DC7OWx4
0.519,0.706,-4.28,0.0347,0.0715,0.0,0.11,0.245,135.888,283907,3,5XlTnOh6vZQxZY4BHrIp5e
0.588,0.736,-9.548,0.0327,0.255,0.426,0.811,0.448,99.995,236400,2,6HfNGA4WoFO97AIQqmDeHL
0.686,0.678,-7.465,0.0389,0.000363,0.811,0.107,0.487,89.986,331853,3,7sGUy2EcNjiYh9VX6DtIv4
0.546,0.189,-15.31,0.03,0.774,0.00537,0.129,0.0725,117.007,282866,1,5vuPHfYLao7mTEgKjatM3T
0.355,0.838,-5.627,0.0347,0.407,0.0025,0.211,0.729,77.124,121253,0,1STluAky7XORlpGx5rbZyA
0.56,0.689,-14.091,0.877,0.824,0.0,0.692,0.408,81.542,193813,5,1Tc2tQsykyFg7HcpV39X7F
0.557,0.81,-5.014,0.0337,0.046,0.0,0.115,0.786,148.445,155227,0,2wAsjlCQDzATDQOUFmra1R
0.63,0.802,-7.471,0.0447,0.096,0.0,0.14,0.773,134.024,216716,0,6bhNYlS8KXYZSDYTeoiVd5
0.512,0.992,-5.264,0.0732,2.35e-05,0.784,0.699,0.421,160.01,393000,2,0gqBAy2NIXoAHWl3iclbv1
0.865,0.263,-19.369,0.0756,0.00127,0.87,0.0743,0.855,123.005,421463,0,2bGgVaHEQIeKXKYhKL3U2i
0.832,0.802,-8.474,0.0688,0.0152,0.732,0.276,0.38,122.024,590164,3,6yVYAla317OV4OAcwpfgpW
0.401,0.34,-10.657,0.0301,0.955,0.000197,0.26,0.326,139.197,184253,1,4uPbxAwQCxrQh7ulDfFMD5
0.79,0.312,-18.526,0.0703,0.0015,0.0462,0.105,0.855,124.488,306907,0,3pn3x8rAgZlxmZf3bgsOc7
0.606,0.876,-9.218,0.0303,0.0107,0.856,0.0846,0.493,127.007,206379,3,1MeYeeJV7BUmp3Kf0wEmQe
0.724,0.998,-2.478,0.298,0.00243,0.00443,0.0398,0.833,150.009,224087,0,3uJqiCFZZENizsm39p188s
0.707,0.78,-4.992,0.101,0.0017,0.852,0.0888,0.298,172.039,254000,3,1IBqXofjgJfN0xzCMNAlMe
0.567,0.351,-14.395,0.0416,0.341,0.756,0.0979,0.0966,80.029,270253,4,4eWW5XnAbz8thaQJgK1Mcq
0.742,0.674,-9.645,0.0565,0.0202,0.812,0.0878,0.389,140.007,289013,3,147qu5zRlhRbokjGE0ocwY
0.574,0.575,-11.922,0.281,0.0833,4.74e-05,0.189,0.822,85.072,200587,0,1RW9q5jf0pRtYXph0JUDpr
0.927,0.575,-7.715,0.16,0.0314,0.0844,0.127,0.445,121.014,449673,0,2QxtqIPL2noxg12doSarWu
0.597,0.858,-8.979,0.0368,0.000574,0.063,0.0717,0.913,153.024,312355,0,1pb1smlrfo1yJBHoePorCx
0.394,0.833,-3.232,0.0598,0.052,0.0,0.0935,0.336,149.982,185608,3,6t5jyZK7AGBkUBIOUQyEED
0.743,0.841,-5.189,0.0391,0.0156,0.0,0.133,0.814,100.003,226800,0,5hGSM1NIumwLgI0Y97X9xB
0.186,0.986,-2.591,0.229,6.64e-05,0.000703,0.297,0.204,180.332,238912,3,47aORhHrO1quurbDQp26iH
0.54,0.185,-16.11,0.0882,0.785,0.907,0.109,0.376,113.4,177255,4,4jR8SmpJ76qsD1TlaD6TIY
0.661,0.656,-10.616,0.0872,0.0211,0.0635,0.155,0.728,120.456,309493,0,5UT6JmY2peEeEhx5khJtFE
0.543,0.942,-6.976,0.0376,0.000624,0.823,0.43,0.185,143.005,449790,3,7JpL6mn6YIZMQrZcD8T94A
0.654,0.627,-6.137,0.0298,0.104,3.18e-05,0.143,0.817,109.057,149293,0,0ZZbKNLGRNHs93FhNebPFH
0.725,0.847,-6.638,0.0323,0.000223,0.598,0.0361,0.403,125.0,179670,3,2UPOtTAdFaPZUhPHva3o2p
0.894,0.862,-1.562,0.116,0.144,0.0,0.0693,0.96,125.103,138292,0,0m79z1wIHjnjCXHe68v4uJ
0.762,0.64,-4.283,0.291,0.147,0.0,0.0817,0.584,175.829,195356,0,6Um1j9mFr36oSoGNu83BQp
0.769,0.756,-5.914,0.297,0.0038,0.00724,0.0828,0.599,94.141,139737,0,0P2EMEcwXU0rfaspJHHSk6
0.418,0.765,-9.446,0.0512,0.000947,0.334,0.118,0.273,77.416,273827,3,7yKYDg2wLpjrVNCBbxVgRR
0.251,0.962,-5.477,0.0724,0.00219,0.00521,0.323,0.137,111.063,244453,3,73eZIzrBfMbWXFcQVmtpAj
0.63,0.783,-5.24,0.0267,0.00634,0.477,0.143,0.417,127.506,166227,3,6kb4WZXGjI1kUiQoTCFgel
0.614,0.861,-5.717,0.0315,0.00153,0.111,0.0534,0.412,123.996,143660,0,2DnIP1IajXhOvvkZ62uGmT
0.536,0.954,-2.16,0.127,0.00476,0.297,0.0578,0.392,175.012,304457,3,4XJOlXQGpcaG4px5dYtnKP
0.784,0.507,-11.13,0.13,0.0965,4.83e-06,0.0902,0.752,93.98,184105,0,6uvzroWZiHWmQeewxcGPAG
0.501,0.893,-5.239,0.0355,0.000267,1.4e-06,0.184,0.756,100.052,201225,0,6cQwRGv6Om9okDfXw3D7GJ
0.609,0.96,-6.616,0.124,0.0171,0.696,0.235,0.339,150.013,348804,3,6pArImNCbzxNtkD0TmC9Ij
0.841,0.807,-5.419,0.0505,0.0276,0.161,0.133,0.475,123.0,365854,0,7uRqCJHRsrkBU5W3RG0cnL
0.789,0.513,-15.247,0.0922,0.394,0.693,0.275,0.865,136.055,412813,0,49NQIJg4b0smvSSBJDFJx8
0.764,0.571,-11.016,0.0347,0.0246,0.0,0.055,0.589,100.023,204255,0,3EJrLtRFrWkK8lvm4qTAxm
0.486,0.759,-6.538,0.0336,0.0535,0.00116,0.265,0.535,112.312,228187,3,2mgsbEpn7sq98Bs0Nv71wm
0.725,0.307,-9.02,0.0641,0.529,0.0,0.111,0.64,120.908,226025,1,07P3aonSn2aXlyvcPw5sql
0.74,0.807,-6.699,0.0414,0.0337,0.534,0.0765,0.777,132.78,217989,0,5xmUYLsSkw8fYBkcSvOcCI
0.558,0.922,-6.445,0.0567,0.00199,0.352,0.259,0.596,100.082,530920,3,6SFMBt7zKGkaEtBK9Ih7hl
0.773,0.727,-4.337,0.0726,0.0426,0.0029,0.0993,0.834,94.984,222290,0,7gdgQ9IupRHU0veOk6x6f3
0.363,0.454,-10.018,0.0326,0.0731,0.0,0.156,0.355,143.874,222693,3,49Pj0vht0iV2N1rE1hr5qZ
0.403,0.0472,-17.192,0.0434,0.993,0.951,0.089,0.0979,79.6,211579,4,0p7eGj7iQWV2471jXeMyit
0.547,0.667,-7.828,0.0294,0.115,0.407,0.232,0.117,140.019,258857,3,3SJ2MQHCqv12hW5o9FnJmg
0.627,0.757,-5.553,0.065,0.0296,0.599,0.107,0.0763,174.051,320000,3,6w3ZhKgAeoZl2CCHN6mx4h
0.423,0.991,-6.464,0.0979,7.94e-05,0.701,0.0537,0.219,160.017,274653,3,3fNPjtjDmwXKsxWpUVcAS2
0.55,0.916,-1.666,0.0565,0.000686,0.127,0.123,0.412,137.993,279720,3,4lffFYqed9Y7O382Mu63T9
0.489,0.984,-3.477,0.118,1.77e-05,0.00145,0.237,0.163,136.992,301314,3,0eGpwMPeslRRtTF68qfzyj
0.331,0.851,-3.973,0.0439,0.000894,0.0,0.111,0.46,199.88,230596,3,2NhieBmPB4lFfXQs3k0VRQ
0.804,0.909,-6.905,0.0569,0.00288,0.924,0.0466,0.252,125.997,416317,3,45s4lo5HwJV9INR9RzTf60
0.597,0.755,-5.95,0.097,0.874,0.000395,0.224,0.849,75.709,130707,0,4KqNHiDS6YTbUvmhjwY54P
0.594,0.783,-11.74,0.0296,0.0588,0.00458,0.134,0.829,101.0,209646,0,4yV6xyHVPPoQVVXXoaeNJY
0.409,0.521,-7.327,0.028,0.794,3.55e-06,0.0819,0.218,163.166,287987,1,48rkyPXfV7ytpuUHRNh8su
0.638,0.441,-7.919,0.0287,0.366,0.0136,0.36,0.448,75.579,293280,1,0QSB7izh1Y0S7fgrI8I2gK
0.675,0.638,-10.801,0.0289,0.0397,0.0672,0.0513,0.875,110.968,247693,0,7kr2ERTiInbHXCOHDhl2P9
0.708,0.92,-2.322,0.0324,0.0253,1.34e-05,0.0584,0.96,108.109,162387,0,05V8SR6FJrOzIOgEYsk0OL
0.46,0.701,-7.956,0.0468,0.555,0.0,0.503,0.618,145.621,147133,2,01Vrp94lDQa6Ch8lmb5YXI
0.38,0.978,-3.702,0.0786,2.35e-06,0.00171,0.283,0.359,117.893,224827,3,4SbTBmdh0hhMOD7vpnrYMk
0.665,0.67,-6.697,0.0264,0.211,5.92e-05,0.0905,0.602,111.98,193795,0,2ZgPDWlgMxUhN5TQC2Gc9o
0.547,0.966,-3.472,0.0492,0.00355,2.6e-06,0.105,0.386,98.453,221613,3,0nLsUMp2z2wwmhPlH7ftzD
0.371,0.92,-5.793,0.0439,0.00115,0.0,0.426,0.585,161.936,148742,2,5DA5TYUrasRZ3oMzxr1nj0
0.733,0.591,-8.034,0.0328,0.209,0.894,0.106,0.675,124.991,533760,3,0QP4afK8Vd49KXObsj6SEq
0.34,0.597,-7.224,0.0317,0.0157,0.0269,0.114,0.229,114.1,511088,3,3qXoumOicxTQu2jg6i8nOi
0.652,0.867,-8.158,0.0411,0.0143,0.897,0.561,0.117,126.038,243787,2,4MlTjDrTzM9f5EzPAucmBf
0.383,0.941,-6.299,0.102,0.595,0.0,0.341,0.667,199.564,150720,2,6bzf1xi9QFsdMkFLLZCUCO
0.414,0.891,-6.753,0.281,0.0236,0.644,0.291,0.183,172.1,300447,3,6N0RdkeNMST2sTZRkAwfjk
0.58,0.745,-12.324,0.0359,6.49e-05,0.658,0.0542,0.961,123.498,129400,0,2o1rN5QhKveneGrlBZiMYu
0.298,0.273,-12.93,0.0833,0.192,0.0,0.0668,0.216,78.246,233163,1,7BTt5fCGD9RCNrXYU6pc5k
0.826,0.68,-12.392,0.15,0.252,0.000468,0.199,0.827,96.951,220560,0,6FFeBtCaawK4WqtKfWeoSX
0.469,0.886,-5.047,0.171,0.766,0.0,0.106,0.628,176.154,254492,0,469RutojU2gIHm1bZvPKdp
0.612,0.583,-8.694,0.035,0.26,0.757,0.126,0.69,87.55,279187,0,1s769CVjgzGrBA4Aq6svfU
0.58,0.151,-17.514,0.0411,0.88,3.8e-06,0.124,0.35,147.642,206250,1,39ZudliD8AgBdcVX9Ac3cV
0.468,0.712,-8.348,0.036,0.375,0.00027,0.238,0.641,122.206,243560,0,2dcL0moa4ZOrRNUBrOMojo
0.804,0.756,-8.034,0.053,0.0577,0.816,0.0584,0.213,116.998,445408,3,3MXmUXRFXn4ydAVrYPV0N2
0.119,0.0347,-24.575,0.0394,0.975,0.904,0.0815,0.0347,95.597,132840,4,5lb8hYTICPj3WGIiaW1qla
0.322,0.562,-6.418,0.0266,0.284,0.000856,0.139,0.492,140.105,270104,3,6CTNoKveaQYSOhvYWJUAHl
0.854,0.621,-4.54,0.359,0.0554,0.0,0.326,0.604,165.998,134087,0,1Bdcw3UXYjJUNlrJn1ZlJj
0.402,0.639,-9.341,0.029,0.00197,0.846,0.204,0.787,104.996,595653,3,2gPmigk1VterUKBDeapHxG
0.476,0.497,-11.969,0.0275,0.46,0.923,0.115,0.161,172.014,354482,3,1wNBUuVBiuPtDG50NyIrMB
0.326,0.787,-3.006,0.0317,0.551,0.58,0.327,0.775,88.531,129400,2,6UV8Eqmpow3sQTbYEwgW8g
0.377,0.928,-5.96,0.0968,9.51e-06,0.0429,0.153,0.298,174.966,193831,3,6ZJuIqgPISq4kppLs9xFzQ
0.471,0.975,-3.678,0.126,0.00185,0.0152,0.2,0.449,167.067,252600,3,0ppFSnJa7wDmIABUy7xGvK
0.604,0.631,-10.024,0.0333,0.0222,0.0,0.492,0.502,95.027,211454,2,6yaLmZ7iG1oIrl6f3lxqpl
0.706,0.74,-7.904,0.0325,0.0245,0.512,0.135,0.444,122.007,223869,3,1HrMWH5GUdK6Yi94rbANJA
0.752,0.486,-12.53,0.0493,0.0479,0.877,0.0926,0.0379,121.0,421307,3,0yuJtvXsapVOQfNDYxQ5mw
0.843,0.617,-7.603,0.0429,0.0176,0.0262,0.133,0.395,119.983,212000,0,2TI5o3Xzyv9QG4zKwL1XUc
0.605,0.712,-7.439,0.0431,0.459,2.16e-06,0.118,0.425,82.016,264829,0,2ZM3RY8gGKVMbfXMhx0wCJ
0.793,0.613,-7.158,0.232,0.246,0.0,0.484,0.227,115.059,176000,2,20GZUhRgOO6bE7OdpsgbIt
0.69,0.698,-6.824,0.0308,0.00156,0.235,0.726,0.745,129.973,197433,2,5oND9yXZm9l0X1C09ppxG1
0.702,0.715,-5.966,0.0309,0.077,7.71e-06,0.189,0.556,129.987,294413,0,6JKLSrYx0XR3ayYWggoPNV
0.513,0.393,-12.947,0.0406,0.708,0.0,0.0411,0.687,121.04,141760,1,73Ywq5tSBiIpLRt1Qj6MJ6
0.366,0.867,-3.482,0.145,0.0212,0.0,0.0775,0.585,166.607,167690,3,6bfvJmIShenDFix2g37t1S
0.499,0.302,-15.15,0.0495,0.752,0.0266,0.129,0.564,167.075,164507,1,1vjHFgIdNuLXojpkzysoV8
